Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa00564:Glycerophospholipid metabolism	8	1.503759398	0.034357426	"MBOAT7, JMJD7-PLA2G4B, PNPLA6, CDIPT, AGPAT1, PLA2G6, DGKZ, PLD3"	266	103	8865	2.58851011	0.999963154	0.401294741	0.394423255
KEGG_PATHWAY	hsa05226:Gastric cancer	10	1.879699248	0.035775827	"RXRB, TCF7L1, RXRA, GADD45B, SHC1, CDK2, DVL2, PIK3CD, PIK3R2, MAPK3"	266	150	8865	2.221804511	0.999976013	0.40179006	0.394910093
UP_KW_BIOLOGICAL_PROCESS	KW-0508~mRNA splicing	16	3.007518797	0.04738524	"ZRSR2, SF3A2, SF3B3, SFSWAP, AKAP8L, PRPF19, SUPT6H, ESS2, SART1, PRPF6, KHSRP, SNRNP200, CACTIN, SNRPA, RBM10, AAR2"	340	314	11434	1.713600599	0.986706472	0.42646716	0.398036016
GOTERM_BP_DIRECT	GO:0060261~positive regulation of transcription initiation by RNA polymerase II	7	1.315789474	0.00445759	"MED12, MED22, MED9, KAT8, TAF6, MED16, MED15"	503	60	19416	4.503379722	0.99999193	0.403488762	0.400875692
WIKIPATHWAYS	WP3932:Focal adhesion PI3K Akt mTOR signaling	20	3.759398496	0.003328085	"PFKFB3, NOS2, ITGB5, LAMB2, STRADA, PDPK1, INSR, VEGFC, PIK3CD, TSC1, PIK3R2, PPP2R5D, OSMR, PIK3R5, RAB11B, GYS1, PIK3IP1, IL6R, RAB8A, MAPK3"	277	303	8749	2.084807759	0.825091328	0.404705292	0.404705292
WIKIPATHWAYS	WP286:IL3 signaling	7	1.315789474	0.004176262	"SHC1, PIK3CD, PIK3R2, PTPN6, PRKACA, VAV1, MAPK3"	277	49	8749	4.512119649	0.887944226	0.404705292	0.404705292
WIKIPATHWAYS	WP481:Insulin signaling	13	2.443609023	0.004642891	"SHC1, PDPK1, INSR, MINK1, STXBP2, INPPL1, PIK3CD, TSC1, PIK3R2, GYS1, RPS6KA2, FLOT2, MAPK3"	277	160	8749	2.566268051	0.912304638	0.404705292	0.404705292
UP_KW_BIOLOGICAL_PROCESS	KW-0268~Exocytosis	6	1.127819549	0.056331087	"TXLNA, EXOC7, STXBP2, EXOC3, SDF4, PIP5K1C"	340	70	11434	2.882521008	0.994259514	0.443976094	0.414377688
UP_KW_BIOLOGICAL_PROCESS	KW-0153~Cholesterol metabolism	6	1.127819549	0.059196813	"CYB5R3, HDLBP, SCAP, GBA1, DHCR7, SREBF2"	340	71	11434	2.841922121	0.995620834	0.443976094	0.414377688
GOTERM_BP_DIRECT	GO:0072657~protein localization to membrane	5	0.939849624	0.004833102	"RRAGC, ABHD17A, HGS, AP3D1, CAPN3"	503	27	19416	7.14822178	0.999997002	0.422896468	0.42015771
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	17	3.195488722	0.041760265	"TCF7L1, ITGB5, ATP6AP1, LAMB2, PXN, UBR4, PIK3CD, TSC1, PIK3R2, PPP2R5D, TYK2, TNFRSF1A, CDK2, DVL2, PRKACA, ATP6V0C, MAPK3"	266	333	8865	1.701381833	0.999996105	0.436561506	0.429086138
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	13	2.443609023	0.043061237	"CYFIP2, ITGB5, PXN, PIK3CD, PIK3R2, ACTN4, SSH3, VAV1, ARHGAP35, PIP4K2B, PIP5K1C, PAK4, MAPK3"	266	230	8865	1.883703825	0.999997381	0.436561506	0.429086138
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	18	3.383458647	0.043357136	"ITGB5, LAMB2, PDPK1, INSR, VEGFC, PIK3CD, TSC1, PIK3R2, PPP2R5D, OSMR, PIK3R5, GYS1, G6PC3, RXRA, CDK2, GNB5, IL6R, MAPK3"	266	362	8865	1.657147011	0.999997607	0.436561506	0.429086138
REACTOME_PATHWAY	R-HSA-9694548~Maturation of spike protein	6	1.127819549	0.006205106	"PRKCSH, MGAT5, RPN1, MOGS, MAN1B1, DDOST"	359	37	11153	5.037867952	0.999589945	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-9007101~Rab regulation of trafficking	11	2.067669173	0.006535741	"GDI1, DENND2B, MADD, RAB35, TRAPPC12, TSC1, TRAPPC9, TBC1D17, RAB8A, TBC1D10B, RAB11B"	359	124	11153	2.755930452	0.99972975	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-1660499~Synthesis of PIPs at the plasma membrane	7	1.315789474	0.006749604	"RUFY1, INPPL1, PIK3CD, PIK3R2, PIP4K2B, PIP5K1C, PIK3R5"	359	53	11153	4.103169181	0.999793647	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-9006931~Signaling by Nuclear Receptors	19	3.571428571	0.007107716	"KDM4B, POU2F1, SHC1, PDPK1, NR1H3, PIK3R2, NCOR2, RXRB, RXRA, POLR2A, KAT5, CARM1, FASN, RARA, GNB5, TBL1X, CTSD, PDK2, MAPK3"	359	296	11153	1.994156064	0.999868666	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-8980692~RHOA GTPase cycle	12	2.255639098	0.007728158	"ATP6AP1, DDRGK1, ARHGDIA, ARHGAP1, ARHGEF18, FLOT2, PIK3R2, ARHGEF10L, MYO9B, ARAP1, VAV1, ARHGAP35"	359	147	11153	2.536069581	0.99993999	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-8953897~Cellular responses to stimuli	43	8.082706767	0.008511253	"CUL7, SHC1, DCTN1, EHMT2, NPRL3, PIK3CD, MT1X, PIK3R2, HDAC6, ADD1, CABIN1, MT2A, RXRA, SIN3B, KAT5, GNA11, RPS6KA2, KHSRP, HSF1, SCMH1, LONP1, TBL1X, PRKACA, GCN1, MAPK3, NUP214, ZBTB17, CBX6, RING1, PDPK1, MINK1, SIRT3, NCOR2, MMP14, RRAGC, CARM1, JMJD7-PLA2G4B, CDK2, MT1G, MT1H, CALR, GNB5, ATP6V0C"	359	899	11153	1.485956231	0.999977685	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-5660526~Response to metal ions	4	0.751879699	0.009173024	"MT2A, MT1G, MT1H, MT1X"	359	14	11153	8.876243534	0.999990333	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-9772755~Formation of WDR5-containing histone-modifying complexes	6	1.127819549	0.009612654	"AKAP8L, KAT8, ASH2L, SGF29, MEN1, HCFC1"	359	41	11153	4.546368639	0.999994457	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-9031528~NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	3	0.563909774	0.00963502	"RXRB, RXRA, NR1H3"	359	5	11153	18.64011142	0.999994611	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-9632974~NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	3	0.563909774	0.00963502	"RXRB, RXRA, NR1H3"	359	5	11153	18.64011142	0.999994611	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-9031525~NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	3	0.563909774	0.00963502	"RXRB, RXRA, NR1H3"	359	5	11153	18.64011142	0.999994611	0.435183135	0.432751944
REACTOME_PATHWAY	R-HSA-1257604~PIP3 activates AKT signaling	17	3.195488722	0.009724763	"MBD3, USP13, CBX6, RING1, PDPK1, INSR, PIK3CD, PIK3R2, WWP2, PPP2R5D, CHD3, VAV1, RRAGC, SCMH1, PIP4K2B, PIP5K1C, MAPK3"	359	260	11153	2.031294193	0.99999519	0.435183135	0.432751944
KEGG_PATHWAY	hsa04148:Efferocytosis	10	1.879699248	0.045686726	"RXRA, ITGB5, VPS11, NR1H3, PTPN6, CALR, DUSP8, PLA2G6, VPS16, MAPK3"	266	157	8865	2.122743164	0.999998826	0.444684137	0.437069682
REACTOME_PATHWAY	R-HSA-912526~Interleukin receptor SHC signaling	5	0.939849624	0.010213964	"SHC1, INPPL1, PIK3CD, PIK3R2, PTPN6"	359	27	11153	5.753120809	0.99999741	0.441313681	0.438848241
WIKIPATHWAYS	WP3879:4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression	5	0.939849624	0.007265248	"MKNK2, PIK3CD, TSC1, PIK3R2, MAPK3"	277	25	8749	6.316967509	0.977931303	0.441880684	0.441880684
WIKIPATHWAYS	WP51:Regulation of actin cytoskeleton	12	2.255639098	0.007780945	"CYFIP2, PXN, PIK3CD, PIK3R2, PIP4K2B, PIP5K1C, SSH3, VAV1, ARHGAP35, PAK4, MAPK3, PIK3R5"	277	150	8749	2.526787004	0.983182731	0.441880684	0.441880684
WIKIPATHWAYS	WP5153:N glycan biosynthesis	7	1.315789474	0.00879245	"DPAGT1, MGAT5, RPN1, MAN1C1, MOGS, MAN1B1, DDOST"	277	57	8749	3.878839699	0.990135241	0.441880684	0.441880684
WIKIPATHWAYS	WP306:Focal adhesion	14	2.631578947	0.010242668	"ITGB5, SHC1, LAMB2, PDPK1, PXN, VEGFC, PIK3CD, PIK3R2, ACTN4, VAV1, ARHGAP35, PIP5K1C, PAK4, MAPK3"	277	199	8749	2.222048873	0.995413043	0.441880684	0.441880684
WIKIPATHWAYS	WP4658:Small cell lung cancer	9	1.691729323	0.010695038	"RXRB, ZBTB17, RXRA, GADD45B, NOS2, LAMB2, CDK2, PIK3CD, PIK3R2"	277	96	8749	2.96107852	0.996388497	0.441880684	0.441880684
WIKIPATHWAYS	WP364:IL6 signaling	6	1.127819549	0.010884858	"SHC1, PIK3R2, TYK2, IL6R, VAV1, MAPK3"	277	43	8749	4.407186634	0.996733349	0.441880684	0.441880684
WIKIPATHWAYS	WP5072:Modulators of TCR signaling and T cell activation	7	1.315789474	0.012122915	"TMEM222, SMARCB1, PDPK1, PIK3R2, PTPN6, DGKZ, VAV1"	277	61	8749	3.624489554	0.998303231	0.441880684	0.441880684
WIKIPATHWAYS	WP5351:Kleefstra syndrome	5	0.939849624	0.01236243	"ASXL1, RXRA, SMARCB1, ASH2L, SMARCA4"	277	29	8749	5.445661646	0.998505328	0.441880684	0.441880684
WIKIPATHWAYS	WP2011:SREBF and miR33 in cholesterol and lipid homeostasis	4	0.751879699	0.012822142	"FASN, NR1H3, MED15, SREBF2"	277	16	8749	7.896209386	0.998828352	0.441880684	0.441880684
WIKIPATHWAYS	WP5397:Vitamin A1 and A5 X pathways	3	0.563909774	0.013675635	"RXRB, RXRA, RARA"	277	6	8749	15.79241877	0.999254693	0.441880684	0.441880684
WIKIPATHWAYS	WP5411:Phosphatidyl inositol phosphate pathway	6	1.127819549	0.014363234	"FIG4, PI4KA, PIK3CD, PIP4K2B, PI4KB, PIP5K1C"	277	46	8749	4.119761419	0.999482469	0.441880684	0.441880684
UP_KW_BIOLOGICAL_PROCESS	KW-0879~Wnt signaling pathway	11	2.067669173	0.070812478	"FBXW4, WWOX, TLE2, TCF7L1, PTK7, CHD8, DVL2, PAF1, FAM53B, PKD1, CSNK1G2"	340	198	11434	1.868300654	0.998550561	0.490240231	0.457557549
KEGG_PATHWAY	hsa04930:Type II diabetes mellitus	5	0.939849624	0.051057447	"INSR, PIK3CD, PIK3R2, HK1, MAPK3"	266	47	8865	3.545432731	0.999999774	0.469548747	0.461508528
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	7	1.315789474	0.05224729	"EHMT2, INSR, PIK3CD, TSC1, PIK3R2, PRKACA, ATG13"	266	90	8865	2.592105263	0.999999843	0.469548747	0.461508528
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	7	1.315789474	0.054600705	"CD81, INPPL1, PIK3CD, PIK3R2, PTPN6, VAV1, MAPK3"	266	91	8865	2.56362059	0.999999924	0.469548747	0.461508528
KEGG_PATHWAY	hsa04664:Fc epsilon RI signaling pathway	6	1.127819549	0.054940509	"PDPK1, JMJD7-PLA2G4B, PIK3CD, PIK3R2, VAV1, MAPK3"	266	69	8865	2.898005884	0.999999932	0.469548747	0.461508528
KEGG_PATHWAY	hsa01100:Metabolic pathways	58	10.90225564	0.057960108	"DPAGT1, PIGT, GPAA1, PIGQ, EHMT2, POMT1, INPPL1, PIK3CD, GBA1, HK1, GYS1, SMPD4, HYAL2, CA4, PIP4K2B, GGT1, ACADS, COLGALT1, ATP6AP1, GAA, ITPK1, ASMTL, MOGS, DGKZ, DDOST, SIRT3, CYP2A6, JMJD7-PLA2G4B, MAN1B1, ATP6V0C, BCAT2, ISYNA1, GALT, PFKFB3, RPN1, AGPAT1, PLA2G6, ACACB, PLD3, MGAT5, MAN1C1, HYI, PIP5K1C, CDIPT, GSTM2, GSTM1, NOS2, MDH2, SETD1B, FIG4, EXT1, G6PC3, FASN, PI4KA, CRYL1, ACO1, PI4KB, DHCR7"	266	1564	8865	1.235914274	0.999999973	0.469548747	0.461508528
KEGG_PATHWAY	hsa00563:Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	4	0.751879699	0.059246684	"PIGT, PGAP3, GPAA1, PIGQ"	266	30	8865	4.443609023	0.999999982	0.469548747	0.461508528
KEGG_PATHWAY	hsa04520:Adherens junction	7	1.315789474	0.059497615	"TCF7L1, INSR, PTPN6, ACTN4, RASIP1, NECTIN1, MAPK3"	266	93	8865	2.508488964	0.999999983	0.469548747	0.461508528
UP_KW_BIOLOGICAL_PROCESS	KW-0648~Protein biosynthesis	9	1.691729323	0.080247637	"LARS2, AARS1, LARS1, AARSD1, EEF2, SUPT5H, CARS2, EIF3B, VARS1"	340	151	11434	2.004402026	0.999415599	0.515877668	0.481485823
UP_KW_BIOLOGICAL_PROCESS	KW-1207~Sterol metabolism	6	1.127819549	0.088634113	"CYB5R3, HDLBP, SCAP, GBA1, DHCR7, SREBF2"	340	80	11434	2.522205882	0.999741383	0.531804676	0.496351031
WIKIPATHWAYS	WP4657:22q11 2 copy number variation syndrome	10	1.879699248	0.017169369	"POLR2A, THAP7, NPRL3, PI4KA, KLHL22, DRD2, MED15, ESS2, SREBF2, PAK4"	277	125	8749	2.526787004	0.999883493	0.498865551	0.498865551
REACTOME_PATHWAY	R-HSA-199991~Membrane Trafficking	32	6.015037594	0.012888451	"GDI1, DCTN1, PLA2G6, AP2A2, TGOLN2, VPS51, CUX1, VPS52, GOLGA1, DVL2, TRAPPC12, MAN1C1, PIP5K1C, TBC1D17, SPTAN1, RAB8A, TBC1D10B, EXOC7, DENND2B, SEC16A, GBF1, HIP1R, AP1B1, TSC1, TRAPPC9, ARFGAP2, RAB11B, HGS, RAB35, MADD, EXOC3, SEC24C"	359	635	11153	1.565573663	0.999999913	0.508655263	0.505813614
REACTOME_PATHWAY	R-HSA-8943724~Regulation of PTEN gene transcription	7	1.315789474	0.013194027	"MBD3, CBX6, RRAGC, RING1, SCMH1, CHD3, MAPK3"	359	61	11153	3.565048632	0.999999941	0.508655263	0.505813614
REACTOME_PATHWAY	R-HSA-74160~Gene expression (Transcription)	67	12.59398496	0.013223145	"INTS11, ZNF692, SMARCB1, EHMT2, AKAP8L, ASH2L, CHD3, SGF29, MED16, MED15, MED12, SIN3B, KAT5, SCMH1, UBTF, KAT8, PIP4K2B, PRKACA, MEN1, NUP214, DAXX, RING1, PDPK1, TSC1, HCFC1, SIRT3, NCOR2, ZNF839, RRAGC, RARA, GTF3C1, MAGED1, SUPT6H, HDAC6, RXRB, NUAK1, RXRA, POLR2A, SYMPK, TBL1X, ZNF500, MORC2, BANP, MAPK3, MBD3, WWOX, CBX6, TCF7L1, POU2F1, BRF2, INTS1, CPSF1, PCGF2, INTS3, NR1H3, ZNF34, SUPT5H, SMARCA4, PINK1, CARM1, CNOT3, CDK2, INTS5, PAF1, TAF6, INTS9, ZNF212"	359	1579	11153	1.318226161	0.999999943	0.508655263	0.505813614
REACTOME_PATHWAY	R-HSA-212165~Epigenetic regulation of gene expression	19	3.571428571	0.013396348	"MBD3, SMARCB1, EHMT2, AKAP8L, ASH2L, SGF29, CHD3, MED16, SMARCA4, HCFC1, NCOR2, MED12, RXRA, SIN3B, UBTF, KAT8, TBL1X, MORC2, MEN1"	359	316	11153	1.867943655	0.999999954	0.508655263	0.505813614
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	8	1.503759398	0.006049547	"MED12, PTK7, DVL2, RARA, PLXNB2, TSC1, PRKACA, ARHGAP35"	503	84	19416	3.676228344	0.999999879	0.512260032	0.508942538
KEGG_PATHWAY	hsa00052:Galactose metabolism	4	0.751879699	0.069338159	"GALT, G6PC3, GAA, HK1"	266	32	8865	4.165883459	0.999999999	0.532809013	0.523685571
KEGG_PATHWAY	hsa04660:T cell receptor signaling pathway	8	1.503759398	0.072784462	"PDPK1, PIK3CD, PIK3R2, PTPN6, PPP2R5D, VAV1, PAK4, MAPK3"	266	122	8865	2.185381487	1	0.534956372	0.52579616
KEGG_PATHWAY	hsa01524:Platinum drug resistance	6	1.127819549	0.073281695	"GSTM2, GSTM1, PDPK1, PIK3CD, PIK3R2, MAPK3"	266	75	8865	2.666165414	1	0.534956372	0.52579616
KEGG_PATHWAY	hsa01522:Endocrine resistance	7	1.315789474	0.075712801	"JAG2, SHC1, CARM1, PIK3CD, PIK3R2, PRKACA, MAPK3"	266	99	8865	2.35645933	1	0.539222877	0.529989609
REACTOME_PATHWAY	R-HSA-3108232~SUMO E3 ligases SUMOylate target proteins	13	2.443609023	0.014958789	"NUP214, DAXX, RING1, PCGF2, NR1H3, MRTFA, CHD3, SAFB, NCOR2, RXRA, SCMH1, RARA, ZBED1"	359	183	11153	2.206934868	0.999999994	0.541103949	0.538081022
REACTOME_PATHWAY	R-HSA-8854214~TBC/RABGAPs	6	1.127819549	0.015444614	"RAB35, TSC1, TBC1D17, RAB8A, TBC1D10B, RAB11B"	359	46	11153	4.052198135	0.999999997	0.541103949	0.538081022
REACTOME_PATHWAY	R-HSA-74752~Signaling by Insulin receptor	8	1.503759398	0.016043525	"ATP6AP1, SHC1, PDPK1, INSR, PIK3R2, CTSD, ATP6V0C, MAPK3"	359	82	11153	3.030912426	0.999999998	0.541103949	0.538081022
REACTOME_PATHWAY	R-HSA-162582~Signal Transduction	102	19.17293233	0.016062146	"CYFIP2, ARHGAP35, RGS3, KAT5, RPS6KA2, ARHGDIA, SCMH1, PIP4K2B, PRKACA, IL6R, PDK2, MEN1, TLE2, USP4, MRTFA, TSC1, DGKZ, NISCH, RRAGC, HGS, MADD, CSNK1G2, MAGED1, SHC1, PXN, ARL2, PIK3R2, LTBP3, PIK3R5, RHOT2, DDRGK1, PSAP, DVL2, PLXNA1, PIP5K1C, DRD2, JAG2, CBX6, POU2F1, INSR, SMARCA4, FASN, CDK2, GNB5, RGL2, PTPRU, CXCL6, ITGB5, CHD8, ARHGAP1, PIK3CD, ECE1, ASH2L, ARHGEF10L, CHD3, TNFAIP1, AATF, AP2A2, FLOT2, SPTAN1, EMD, CTSD, PELP1, ATP6AP1, RING1, PDPK1, STRADA, ARHGEF18, PPP2R5D, TYK2, ARAP1, DUSP8, ADRA2A, VAV1, ARFGAP2, TNFRSF1A, NCOR2, MMP14, RARA, ATP6V0C, USP13, HDAC6, RXRB, RXRA, POLR2A, GNA11, TBL1X, PAK4, SH2B1, MAPK3, MBD3, WWOX, TCF7L1, KDM4B, LAMB2, VEGFC, NR1H3, MYO9B, WWP2, ABHD17A, CARM1, PTPN6"	359	2597	11153	1.220184421	0.999999998	0.541103949	0.538081022
REACTOME_PATHWAY	R-HSA-5653656~Vesicle-mediated transport	33	6.203007519	0.016807943	"GDI1, DCTN1, PLA2G6, AP2A2, TGOLN2, VPS51, CUX1, VPS52, GOLGA1, DVL2, TRAPPC12, MAN1C1, PIP5K1C, TBC1D17, SPTAN1, RAB8A, TBC1D10B, EXOC7, DENND2B, SEC16A, GBF1, HIP1R, AP1B1, TSC1, TRAPPC9, ARFGAP2, RAB11B, HGS, RAB35, MADD, EXOC3, CALR, SEC24C"	359	674	11153	1.521077341	0.999999999	0.541103949	0.538081022
REACTOME_PATHWAY	R-HSA-9024446~NR1H2 and NR1H3-mediated signaling	6	1.127819549	0.016842022	"RXRB, NCOR2, RXRA, FASN, NR1H3, TBL1X"	359	47	11153	3.965981153	0.999999999	0.541103949	0.538081022
REACTOME_PATHWAY	R-HSA-9006925~Intracellular signaling by second messengers	18	3.383458647	0.017719122	"MBD3, USP13, CBX6, RING1, PDPK1, INSR, PIK3CD, PIK3R2, WWP2, PPP2R5D, CHD3, VAV1, RRAGC, SCMH1, PIP4K2B, PIP5K1C, PRKACA, MAPK3"	359	302	11153	1.851666697	1	0.555051508	0.551950662
WIKIPATHWAYS	WP395:IL4 signaling	6	1.127819549	0.020063112	"SHC1, PIK3CD, PIK3R2, PTPN6, TYK2, MAPK3"	277	50	8749	3.790180505	0.999975076	0.552263553	0.552263553
KEGG_PATHWAY	hsa04611:Platelet activation	8	1.503759398	0.083206172	"STIM1, JMJD7-PLA2G4B, PIK3CD, PIK3R2, PRKACA, ARHGAP35, MAPK3, PIK3R5"	266	126	8865	2.116004296	1	0.567445115	0.557728589
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	6	1.127819549	0.083562123	"SHC1, PXN, HCLS1, PIK3CD, PIK3R2, SEPTIN9"	266	78	8865	2.56362059	1	0.567445115	0.557728589
KEGG_PATHWAY	hsa05142:Chagas disease	7	1.315789474	0.087786709	"NOS2, GNA11, PIK3CD, PIK3R2, CALR, MAPK3, TNFRSF1A"	266	103	8865	2.264946346	1	0.569638201	0.559884122
KEGG_PATHWAY	hsa05146:Amoebiasis	7	1.315789474	0.087786709	"NOS2, LAMB2, GNA11, PIK3CD, PIK3R2, ACTN4, PRKACA"	266	103	8865	2.264946346	1	0.569638201	0.559884122
KEGG_PATHWAY	hsa04926:Relaxin signaling pathway	8	1.503759398	0.094442777	"NOS2, SHC1, VEGFC, PIK3CD, PIK3R2, GNB5, PRKACA, MAPK3"	266	130	8865	2.050896472	1	0.573265687	0.563449494
KEGG_PATHWAY	hsa00511:Other glycan degradation	3	0.563909774	0.099542402	"MAN2B2, GBA1, MAN2C1"	266	18	8865	5.554511278	1	0.573265687	0.563449494
REACTOME_PATHWAY	R-HSA-2990846~SUMOylation	13	2.443609023	0.018825321	"NUP214, DAXX, RING1, PCGF2, NR1H3, MRTFA, CHD3, SAFB, NCOR2, RXRA, SCMH1, RARA, ZBED1"	359	189	11153	2.136873443	1	0.568748486	0.56557112
REACTOME_PATHWAY	R-HSA-444257~RSK activation	3	0.563909774	0.019389294	"PDPK1, RPS6KA2, MAPK3"	359	7	11153	13.3143653	1	0.568748486	0.56557112
REACTOME_PATHWAY	R-HSA-73857~RNA Polymerase II Transcription	58	10.90225564	0.019535677	"INTS11, ZNF692, SMARCB1, EHMT2, ASH2L, CHD3, MED16, MED15, MED12, SIN3B, KAT5, SCMH1, PIP4K2B, PRKACA, MEN1, DAXX, RING1, PDPK1, TSC1, SIRT3, NCOR2, ZNF839, RRAGC, RARA, MAGED1, SUPT6H, HDAC6, RXRB, NUAK1, RXRA, POLR2A, SYMPK, TBL1X, ZNF500, BANP, MAPK3, MBD3, WWOX, CBX6, TCF7L1, POU2F1, INTS1, CPSF1, PCGF2, INTS3, NR1H3, ZNF34, SUPT5H, SMARCA4, PINK1, CARM1, CNOT3, CDK2, INTS5, PAF1, TAF6, INTS9, ZNF212"	359	1358	11153	1.326861147	1	0.568748486	0.56557112
REACTOME_PATHWAY	R-HSA-446203~Asparagine N-linked glycosylation	18	3.383458647	0.019972014	"CTSA, DPAGT1, DCTN1, PRKCSH, SEC16A, RPN1, GBF1, MOGS, TRAPPC9, DDOST, ARFGAP2, HK1, MGAT5, MAN1C1, CALR, MAN1B1, SEC24C, SPTAN1"	359	306	11153	1.827461904	1	0.568748486	0.56557112
REACTOME_PATHWAY	R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA	17	3.195488722	0.021519385	"NUP214, ZRSR2, SF3A2, SF3B3, CPSF1, PRPF19, SART1, NXF1, PRPF6, POLR2A, SNRNP70, RBM42, SYMPK, SNRNP200, CACTIN, SNRPA, RBM10"	359	285	11153	1.853110492	1	0.576657915	0.573436363
REACTOME_PATHWAY	R-HSA-381038~XBP1(S) activates chaperone genes	6	1.127819549	0.021529669	"ZBTB17, CUL7, SHC1, DCTN1, JMJD7-PLA2G4B, ADD1"	359	50	11153	3.728022284	1	0.576657915	0.573436363
REACTOME_PATHWAY	R-HSA-5663205~Infectious disease	45	8.458646617	0.021630425	"CYFIP2, PRKCSH, RPN1, CHD3, MED16, MED15, AP2A2, MED12, POLR2A, MGAT5, DVL2, VPS11, TBL1X, GGT1, PRKACA, IL6R, VPS16, MAPK3, BRD4, NUP214, MBD3, DAXX, NOS2, PDPK1, AP1B1, MED9, MOGS, MYO9B, TYK2, EEF2, SUPT5H, VAV1, DDOST, NCOR2, MED22, P2RX4, HGS, PTPN6, TAF6, CALR, MAN1B1, GNB5, PPIB, AGRN, SEC24C"	359	1008	11153	1.386913052	1	0.576657915	0.573436363
REACTOME_PATHWAY	R-HSA-3781860~Diseases associated with N-glycosylation of proteins	4	0.751879699	0.024930505	"CTSA, DPAGT1, MOGS, MAN1B1"	359	20	11153	6.213370474	1	0.621820261	0.618346405
REACTOME_PATHWAY	R-HSA-114604~GPVI-mediated activation cascade	5	0.939849624	0.024954758	"PDPK1, PIK3R2, PTPN6, VAV1, PIK3R5"	359	35	11153	4.438121767	1	0.621820261	0.618346405
REACTOME_PATHWAY	R-HSA-381070~IRE1alpha activates chaperones	6	1.127819549	0.025083519	"ZBTB17, CUL7, SHC1, DCTN1, JMJD7-PLA2G4B, ADD1"	359	52	11153	3.584636812	1	0.621820261	0.618346405
REACTOME_PATHWAY	R-HSA-163765~ChREBP activates metabolic gene expression	3	0.563909774	0.025309524	"FASN, AGPAT1, ACACB"	359	8	11153	11.65006964	1	0.621820261	0.618346405
REACTOME_PATHWAY	R-HSA-9856530~High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	7	1.315789474	0.026125447	"MMP14, PDPK1, GNA11, PIK3CD, PIK3R2, GNB5, PRKACA"	359	71	11153	3.062929107	1	0.629522801	0.626005914
GOTERM_BP_DIRECT	"GO:0042147~retrograde transport, endosome to Golgi"	8	1.503759398	0.007768315	"VPS51, TBC1D5, DCTN1, VPS52, GBF1, ERC1, TBC1D17, TBC1D10B"	503	88	19416	3.509127056	0.999999999	0.6333927	0.629290728
GOTERM_BP_DIRECT	GO:0045892~negative regulation of DNA-templated transcription	26	4.887218045	0.008176356	"KDM5C, SHC1, CHD8, PBXIP1, PRAMEF11, CHD3, HDAC6, KAT5, SCMH1, KAT8, CAPN3, ZBTB7A, MEN1, MBD3, DAXX, TLE2, POU2F1, ZHX3, RING1, WWP2, SMARCA4, NCOR2, THAP7, RARA, CALR, VGLL4"	503	574	19416	1.748450066	1	0.6333927	0.629290728
GOTERM_BP_DIRECT	GO:0016197~endosomal transport	7	1.315789474	0.008203944	"HGS, RAB35, ARHGAP1, CLEC16A, TOM1, AP5S1, VPS16"	503	68	19416	3.973570343	1	0.6333927	0.629290728
GOTERM_BP_DIRECT	GO:0043409~negative regulation of MAPK cascade	6	1.127819549	0.008472479	"DAG1, PIK3R2, PTPN6, GBA1, ABCA7, DUSP8"	503	49	19416	4.7265793	1	0.635435921	0.631320717
GOTERM_BP_DIRECT	GO:0006904~vesicle docking involved in exocytosis	5	0.939849624	0.008948294	"EXOC7, STXBP2, VPS11, EXOC3, RAB8A"	503	32	19416	6.031312127	1	0.636817372	0.632693221
GOTERM_BP_DIRECT	GO:0034198~cellular response to amino acid starvation	6	1.127819549	0.00921869	"RRAGC, LARS1, NPRL3, TFEB, GCN1, MAPK3"	503	50	19416	4.632047714	1	0.636817372	0.632693221
